origin_date,target_date,beta1_fcst,beta2_fcst,beta3_fcst
2010-02-28,2011-02-28,0.049087461399249514,-0.043234452903561565,-0.039361071861988506
2010-03-31,2011-03-31,0.05020371027884068,-0.04348760686844524,-0.03788815085498822
2010-04-30,2011-04-30,0.0484479856336526,-0.04144939904802661,-0.0373747455137069
2010-05-31,2011-05-31,0.046014220468355606,-0.03915881413084866,-0.03780507676929566
2010-06-30,2011-06-30,0.04342234486946507,-0.03691368218552135,-0.03893066835021557
2010-07-31,2011-07-31,0.04467401762428488,-0.038559309043370946,-0.0429416503696427
2010-08-31,2011-08-31,0.039717005082601224,-0.033054735171152164,-0.04029042053756245
2010-09-30,2011-09-30,0.04172574917863087,-0.03554791188754877,-0.04391864162654551
2010-10-31,2011-10-31,0.04539931791940339,-0.04001592110567146,-0.05097368499514776
2010-11-30,2011-11-30,0.04638624622537105,-0.04046590123088679,-0.04949371303195617
2010-12-31,2011-12-31,0.04807134554693673,-0.04241691409511923,-0.04552121282150541
2011-01-31,2012-01-31,0.050870874787692984,-0.04565824066310849,-0.050400058117948905
2011-02-28,2012-02-29,0.049403516068091624,-0.04377329628551105,-0.046534057315762004
2011-03-31,2012-03-31,0.04915781454885861,-0.043036698959019876,-0.04449774925810559
2011-04-30,2012-04-30,0.04875803526098383,-0.04372651085091405,-0.04797475870689393
2011-05-31,2012-05-31,0.04740142308312001,-0.04252737636267434,-0.05022338917794497
2011-06-30,2012-06-30,0.04904465353220141,-0.044400503666901944,-0.051863223259662694
2011-07-31,2012-07-31,0.04743257023281822,-0.041910524042013925,-0.05521690776835193
2011-08-31,2012-08-31,0.04166984794763034,-0.036552042823188406,-0.053608981402284664
2011-09-30,2012-09-30,0.034863250533501644,-0.028209260077385098,-0.0431900048805079
2011-10-31,2012-10-31,0.03695101390524996,-0.030991789098843016,-0.046054370834063885
2011-11-30,2012-11-30,0.035900088097025905,-0.029695696870938006,-0.04486939380610022
2011-12-31,2012-12-31,0.03437586685304392,-0.02772720817352275,-0.04434000162494678
2012-01-31,2013-01-31,0.034869677115910096,-0.02832129718703008,-0.04740856370404919
2012-02-29,2013-02-28,0.03616902910472733,-0.02920832905790041,-0.047225787689494717
2012-03-31,2013-03-31,0.03857853302812075,-0.03169834796695962,-0.04839732914719398
2012-04-30,2013-04-30,0.03641554074338323,-0.029346512945710924,-0.04897967765090311
2012-05-31,2013-05-31,0.0316190422497149,-0.023781358754570246,-0.0442641374645714
2012-06-30,2013-06-30,0.03277995537749829,-0.024763172008678183,-0.044999030530133065
2012-07-31,2013-07-31,0.030971038749260334,-0.023177801307059254,-0.04488861820739592
2012-08-31,2013-08-31,0.031934082612268475,-0.024128469450987445,-0.046426480067413504
2012-09-30,2013-09-30,0.03340990168575684,-0.025770641346477954,-0.04861792722589346
2012-10-31,2013-10-31,0.03360273453940051,-0.02574168836031969,-0.04778893952076311
2012-11-30,2013-11-30,0.03307769601682685,-0.02524607123728551,-0.04871622949591949
2012-12-31,2013-12-31,0.034379177785128286,-0.026987383341041112,-0.0496442349035658
2013-01-31,2014-01-31,0.03653755031157056,-0.029573913292261746,-0.05115706380300442
2013-02-28,2014-02-28,0.03604896619275104,-0.028837101941864902,-0.052481071138295754
2013-03-31,2014-03-31,0.03623684426866698,-0.0290402780128183,-0.05328404781545211
2013-04-30,2014-04-30,0.03400381037215813,-0.026789597104731014,-0.05149176709935813
2013-05-31,2014-05-31,0.03768036472374296,-0.030876660766318332,-0.052269434178270444
2013-06-30,2014-06-30,0.039501578453549964,-0.03284027642092408,-0.049881034398074474
2013-07-31,2014-07-31,0.040877875551990836,-0.03487969109271066,-0.0524302508464948
2013-08-31,2014-08-31,0.041294326967374194,-0.03510218479448017,-0.049316534308846555
2013-09-30,2014-09-30,0.041538753432213575,-0.03572186803939197,-0.053697097351756415
2013-10-31,2014-10-31,0.04116755442963905,-0.03512516573349459,-0.05391362159628226
2013-11-30,2014-11-30,0.043032479030107096,-0.03718907910226858,-0.056070773425391844
2013-12-31,2014-12-31,0.04395846101080175,-0.03828051161507406,-0.052716670406265
2014-01-31,2015-01-31,0.04064200169960616,-0.03447927248544369,-0.05110354692437301
2014-02-28,2015-02-28,0.04042626695638609,-0.034264938315893896,-0.05093868075403483
2014-03-31,2015-03-31,0.039739871255720226,-0.033390464246271005,-0.04699394613898264
2014-04-30,2015-04-30,0.03881504514817894,-0.03249532495269952,-0.04625494543593282
2014-05-31,2015-05-31,0.03768348387444986,-0.031094222545702314,-0.04658925284642235
2014-06-30,2015-06-30,0.03787126548055048,-0.03117057220037657,-0.04550467638433488
2014-07-31,2015-07-31,0.03719691558272165,-0.030175901825130576,-0.04244110009447142
2014-08-31,2015-08-31,0.0350961415400435,-0.027715465454705476,-0.04092350831350233
2014-09-30,2015-09-30,0.03598982515518086,-0.02872209706413565,-0.040138498326517925
2014-10-31,2015-10-31,0.035005280179670945,-0.027631540159890777,-0.040681365401556195
2014-11-30,2015-11-30,0.0335577810620983,-0.025978501942258165,-0.040343469973557325
2014-12-31,2015-12-31,0.031827043325585565,-0.023069621881627787,-0.034669273323008905
2015-01-31,2016-01-31,0.027999321691272654,-0.01955069454813355,-0.03562415361489648
2015-02-28,2016-02-29,0.03082719702097482,-0.022231373359189063,-0.03505315767360974
2015-03-31,2016-03-31,0.030613756448194255,-0.02202773535003008,-0.036534831906186664
2015-04-30,2016-04-30,0.03230057987869247,-0.02421890342661755,-0.038489313918216674
2015-05-31,2016-05-31,0.03375000564360489,-0.025646597480850342,-0.04005217481172748
2015-06-30,2016-06-30,0.03567901784704587,-0.027819824350881015,-0.040862676220058486
2015-07-31,2016-07-31,0.033624562438960635,-0.024990183664271266,-0.03895651082403979
