model,benchmark,target_group,target_name,maturity_months,horizon,n_oos,rmse_model,rmse_benchmark,mae_model,mae_benchmark,mse_model,mse_benchmark,oos_r2,source_used,run_tag
DNS,RW,yields,m042,42.0,12,420,0.012437556133567758,0.01123080680122596,0.00991475564858179,0.008809677117061905,0.00015469280257564898,0.00012613102140646327,-0.2264453331995464,mat,dns_yield_h12
DNS,RW,yields,m043,43.0,12,420,0.012372737897658595,0.011170105387064233,0.009869258533831757,0.008784010508766673,0.00015308464308415721,0.00012477125435812137,-0.22692236983343994,mat,dns_yield_h12
DNS,RW,yields,m044,44.0,12,420,0.012310174244012932,0.011111463542536082,0.00982490274497693,0.008758418884628567,0.00015154038991795936,0.0001234646220571085,-0.22739929376582402,mat,dns_yield_h12
DNS,RW,yields,m045,45.0,12,420,0.012249103625485959,0.01105426795605651,0.009781226453606615,0.008732332873876196,0.00015004053962789325,0.00012219684004429775,-0.22785940760417245,mat,dns_yield_h12
DNS,RW,yields,m046,46.0,12,420,0.012188814463989957,0.010998123041387389,0.009737720583765173,0.008705833406576186,0.00014856719803757077,0.00012095871043349617,-0.2282472052250748,mat,dns_yield_h12
DNS,RW,yields,m047,47.0,12,420,0.012128849493347842,0.01094294301815612,0.009694044323916583,0.008679475600461907,0.00014710899003228422,0.00011974800189861178,-0.22848805574925946,mat,dns_yield_h12
DNS,RW,yields,m048,48.0,12,420,0.012069062701767016,0.010888869081539364,0.00965001563286441,0.008653301869447617,0.00014566227449918373,0.00011856746987490394,-0.22851802988514902,mat,dns_yield_h12
DNS,RW,yields,m049,49.0,12,420,0.012009557072199391,0.010836074351305796,0.009606644571694403,0.008627699151571426,0.0001442294610704144,0.00011742050734702734,-0.22831577148747328,mat,dns_yield_h12
DNS,RW,yields,m050,50.0,12,420,0.011950594254801081,0.010784604957237221,0.009564021660759571,0.008602580666704749,0.0001428167030428846,0.00011630770408366566,-0.2279212642711077,mat,dns_yield_h12
DNS,RW,yields,m051,51.0,12,420,0.011892527249250199,0.010734362306366969,0.00952252261350194,0.008577831167695232,0.0001414322043741585,0.00011522653412435198,-0.2274273929086983,mat,dns_yield_h12
DNS,RW,yields,m052,52.0,12,420,0.011835767500635693,0.010685213036646567,0.009482445515438327,0.00855343009427619,0.0001400853923291041,0.00011417377763852175,-0.22694891267081863,mat,dns_yield_h12
DNS,RW,yields,m053,53.0,12,420,0.011780755211033656,0.010637110031347279,0.009443533373240443,0.008529105359690486,0.00013878619334229666,0.00011314810981898891,-0.22658870364094308,mat,dns_yield_h12
DNS,RW,yields,m054,54.0,12,420,0.011727899390750123,0.010590123552577444,0.009406843133406539,0.00850645304185714,0.00013754362411955712,0.00011215071685885551,-0.2264176990741773,mat,dns_yield_h12
DNS,RW,yields,m055,55.0,12,420,0.011677446434770871,0.010544357579185745,0.00937167278295476,0.008484483479757153,0.00013636275523694292,0.00011118347675773185,-0.2264660110789356,mat,dns_yield_h12
DNS,RW,yields,m056,56.0,12,420,0.011629263971737913,0.010499789552952003,0.009337057490711674,0.008463903422742856,0.00013523978052436145,0.00011024558065628,-0.22671384847622633,mat,dns_yield_h12
DNS,RW,yields,m057,57.0,12,420,0.01158267536041511,0.01045611752393905,0.009302144850813238,0.008442445070238095,0.00013415836850476728,0.00010933039367442526,-0.22709124147377713,mat,dns_yield_h12
DNS,RW,yields,m058,58.0,12,420,0.011536577945312494,0.01041275847869115,0.009266367688763672,0.008419274859890477,0.00013309263068827064,0.00010842553913555444,-0.22750259532375683,mat,dns_yield_h12
DNS,RW,yields,m059,59.0,12,420,0.011489860664129695,0.010369101724473834,0.009229610153527532,0.008394095831023803,0.0001320168980811149,0.00010751827057248622,-0.22785548333492112,mat,dns_yield_h12
DNS,RW,yields,m060,60.0,12,420,0.011441815193996435,0.010324832983868847,0.00919083089632788,0.008367378589857142,0.00013091513493356769,0.00010660217614478607,-0.2280718805942572,mat,dns_yield_h12
DNS,RW,yields,m061,61.0,12,420,0.011392295910225517,0.010280056498384234,0.009150814108971785,0.008339261143376183,0.00012978440610614101,0.00010567956160997191,-0.22809372151951268,mat,dns_yield_h12
DNS,RW,yields,m062,62.0,12,420,0.01134160859944386,0.010235204512557371,0.009109448693918177,0.008309775151009526,0.00012863208562297892,0.00010475941141387477,-0.2278809501400305,mat,dns_yield_h12
DNS,RW,yields,m063,63.0,12,420,0.011290209964361173,0.010190787213001479,0.009066945066571838,0.008279549531371425,0.00012746884103936033,0.00010385214402067446,-0.2274069278144546,mat,dns_yield_h12
DNS,RW,yields,m064,64.0,12,420,0.011238415055733619,0.010147094122777029,0.009023997276648568,0.008249091038423811,0.00012630197296494008,0.00010296351913649612,-0.22666721207833573,mat,dns_yield_h12
DNS,RW,yields,m065,65.0,12,420,0.011186331932967648,0.01010410303156517,0.00898058945212481,0.008218895719519047,0.00012513402211453172,0.00010209289807248446,-0.22568782429595058,mat,dns_yield_h12
DNS,RW,yields,m066,66.0,12,420,0.011134002752009814,0.010061659351923095,0.008937625072832476,0.008188513044757147,0.00012396601728176213,0.00010123698891414148,-0.2245130817442329,mat,dns_yield_h12
