Time,12 m,24 m,36 m,48 m,60 m,72 m,84 m,96 m,108 m,120 m
198107,15.3660718071644,14.887319055103,14.6562120643822,14.404147338662,14.1045614500435,13.9812608229083,13.8926285922374,13.851404000685,13.8034331025827,13.7406390142764
198108,15.9619566575794,15.6806331800383,15.3208273292475,15.1493497689303,14.8469387157131,14.6796022467484,14.670382066627,14.5734727424414,14.4004525241115,14.2055091132085
198109,15.5619961833106,15.7189269136706,15.568992808216,15.4751482118575,15.1953708519441,14.9890999763762,14.9502841252686,14.9410195298963,14.9445647421648,14.9387068670731
198110,13.9140328453915,14.0070430027226,13.9111044943444,14.0295375558487,13.987031999687,14.299182367451,14.2706226236392,14.0988414187312,13.981256393954,13.8251001788792
198111,11.2560539628866,11.7727830971269,12.0444459405838,12.3552866735565,12.266428620138,12.263010557181,12.424770502923,12.476781170675,12.584029498642,12.6255934140824
198112,13.0515998732032,13.3130490780293,13.40599117537,13.55412958455,13.4950706940056,13.4087057222317,13.4207877605415,13.4271208497902,13.4889940499616,13.5178157236145
198201,13.5693593150169,13.6159019535272,13.6509624919945,13.6693430808711,13.4831629107525,13.5522559813161,13.6096957533378,13.6421284489253,13.6899156529645,13.6399736223421
198202,13.5172892172956,13.6223821622587,13.5659348208227,13.5311499175968,13.4874580666938,13.3892410592289,13.3675327054336,13.3481112587717,13.3637832168789,13.3577586145793
198203,13.7281654276415,13.7417032960448,13.7655794675507,13.7710559034753,13.6139652082214,13.6096107701976,13.5699248207013,13.5529069517802,13.5466798035754,13.3115226838619
198204,13.2335513030687,13.3573618152238,13.3581676268159,13.2568878588009,13.1105836998466,13.2347143453561,13.2537500769421,13.1793520172633,13.2093417387413,13.0851709708176
198205,12.6342098057822,13.0666289223826,13.1561195878795,13.193782087988,13.0911653963508,13.0986152925605,13.1220558056928,13.0973152607927,13.2365112741554,13.0681932315223
198206,13.9690259490509,14.0575053226841,14.0910430358236,14.0073486240945,13.7642026895106,13.8713732127506,13.7921030360192,13.7156736157396,13.8117333958917,13.4533420800124
198207,12.4121512107062,12.7701895859094,13.065740014743,12.9619261565421,12.7862984109666,13.1400448205387,13.1468824000061,13.1889395421394,13.2730565849214,12.9421719254236
198208,10.9375757911098,11.6142134545386,11.98817075543,12.0601595958935,12.0517928715973,12.3398279207812,12.0812493529172,12.1417910184788,12.4934245136241,12.1416944318271
198209,10.1274242806984,10.9961133351439,11.3826982892015,11.5436649350016,11.2969605877612,11.6886020883417,11.445582443638,11.4611747981888,11.8074935559269,11.4368640158424
198210,9.20514401841215,9.84532390054584,10.2896723251941,10.3830140167329,10.2858193653833,10.7996880342094,10.5193335373704,10.5973131862608,10.9123674880056,10.3560612910648
198211,9.17998269252089,9.74560993431733,10.1356937735425,10.4259215843421,10.4648468617032,10.8226916101274,10.6772293572445,10.8641507783101,11.1260297787231,10.5261043768321
198212,8.72338028819938,9.36402906776881,9.82945071007441,10.056310894796,10.1556679269779,10.5089916540017,10.3796707289439,10.5893333231601,10.7887863123281,10.1958566605913
198301,8.83802736712528,9.49457521435723,9.95135249178684,10.1172460779019,10.3348275969788,10.7663693056603,10.7377681146688,11.0355318002237,11.1589577493433,10.6179479735335
198302,8.51172521356839,9.17674200918436,9.56351616225868,9.79206209781896,9.93873676260974,10.1936603363071,10.1364392854829,10.4721886477743,10.6285896101047,10.0966249860282
198303,9.14859073331515,9.64563712530747,9.93922152112641,10.1577877550672,10.2980048093089,10.4739897458999,10.4076488900946,10.7333632474338,10.7879073759291,10.3294709281599
198304,8.62944218299495,9.19438972024049,9.52141131748532,9.75594483488584,9.98858022747835,10.1484045616114,10.1131612437766,10.4639981009588,10.4417148190984,9.96030999920969
198305,9.17362958940682,9.76684772279576,10.0745114260566,10.3032090812121,10.4526067037057,10.6600327185566,10.6378028977995,10.9329687120208,10.8304245939128,10.5203786019988
198306,9.51409785707882,10.0087603776622,10.3036642667288,10.5272706611219,10.6553674161891,10.7901378072412,10.7737252695514,11.1059129251881,10.9266001638448,10.6298965310212
198307,10.1605387438902,10.7233243375677,11.0364973128417,11.3389158907733,11.4580274647966,11.4864800736025,11.5550171189937,11.845706923444,11.6258533584754,11.4355128307509
198308,10.2601159457358,10.8332470365706,11.2157499178716,11.424892800635,11.6331314529463,11.6789013512516,11.7721276184626,11.9340247625962,11.6891049970754,11.4515218785029
198309,9.61983458879079,10.2378960916958,10.6150722268849,10.8962794108599,11.1108685181602,11.1902335475149,11.3045117926359,11.5082493304898,11.1802979984344,11.0083747741415
198310,9.52622093541249,10.2867122841116,10.7290009479539,11.0592754572489,11.235247148242,11.3444046937528,11.4860014282632,11.6808102733211,11.4187730979002,11.3529188260592
198311,9.662582618446,10.3312688356093,10.6982036472406,11.0539172866415,11.203490425445,11.2828940819045,11.3952277604947,11.5135254086836,11.3523106805278,11.2411236202152
198312,9.86426077625905,10.546787479278,10.8724858091231,11.1923516387567,11.3413091766638,11.4565132045562,11.6272779346482,11.7338884733588,11.5485887996541,11.438001712697
198401,9.60031039923331,10.3006324514749,10.63556718355,10.9262122267651,11.1467712197405,11.2589331809225,11.4383108392321,11.5521174649348,11.3905502258531,11.3217015979584
198402,9.98590717920603,10.6821928471079,11.0006354071046,11.3675737097774,11.5657813654816,11.6555504602575,11.7966450230098,11.8396329847286,11.7341078533172,11.7015235271385
198403,10.6206962981648,11.2342509546239,11.5423586997854,11.8054600628294,11.9821376380783,12.1189048577874,12.2859493979426,12.3436452182027,12.2185678505827,12.1708915448977
198404,10.7250734194311,11.4457118205235,11.79183598119,12.0645975529918,12.290282163973,12.3969284624987,12.5558289137931,12.586380218429,12.4803518667808,12.4531979714064
198405,11.8350833534181,12.5491598768321,12.9308143678407,13.1605786035985,13.4022879824504,13.4765218079616,13.5428032839323,13.57563443532,13.5220397691481,13.4785816081521
198406,11.905466625014,12.7258732801242,13.0313814089688,13.1942254117531,13.3179192140484,13.4319488290779,13.4820714169476,13.4970398498847,13.4629736186563,13.4118934335271
198407,11.557545594888,12.1727136234855,12.275746222151,12.3750675551228,12.4547252440665,12.5357774393352,12.6246069948756,12.6204695503835,12.5506291048151,12.5038799899898
