Time,xr_2,xr_3,xr_4,xr_5,xr_6,xr_7,xr_8,xr_9,xr_10
201811,0.3087,0.3162,0.2333,0.0434,-0.03,-0.3101,-0.3944,-0.5483,-0.7786
201812,0.0203,-0.1121,-0.2724,-0.4738,-0.5687,-0.8784,-0.958,-1.1637,-1.423
201901,0.0644,-0.0644,-0.2605,-0.4975,-0.6137,-0.9103,-0.9831,-1.1769,-1.4352
201902,0.1541,0.0496,-0.1,-0.2994,-0.364,-0.6286,-0.7161,-0.9235,-1.2432
201903,0.004,-0.1852,-0.4027,-0.6282,-0.743,-1.0627,-1.1599,-1.4434,-1.8028
201904,0.0078,-0.1395,-0.31,-0.5002,-0.567,-0.801,-0.8531,-1.1081,-1.4399
201905,-0.2367,-0.4804,-0.7149,-0.936,-1.0698,-1.3795,-1.4431,-1.7336,-2.1036
201906,-0.0966,-0.2874,-0.4977,-0.6839,-0.7595,-1.0378,-1.0787,-1.3261,-1.6373
201907,-0.0329,-0.222,-0.4506,-0.6836,-0.8164,-1.1397,-1.2363,-1.5169,-1.8016
201908,-0.2027,-0.5198,-0.833,-1.1337,-1.3436,-1.763,-1.9357,-2.3418,-2.6518
201909,-0.0613,-0.2961,-0.5591,-0.8183,-0.982,-1.3645,-1.4941,-1.8689,-2.1354
201910,0.1135,0.0037,-0.1542,-0.3394,-0.4215,-0.7421,-0.8203,-1.1175,-1.2791
201911,0.1396,0.0351,-0.0863,-0.2553,-0.3093,-0.6009,-0.7068,-1.032,-1.2174
201912,0.1418,0.1543,0.1284,0.022,0.0502,-0.1417,-0.1494,-0.3874,-0.4913
202001,-0.0506,-0.2016,-0.3763,-0.5607,-0.6374,-0.9436,-0.9989,-1.2085,-1.4571
202002,-0.048,-0.1712,-0.3102,-0.477,-0.5309,-0.8082,-0.8478,-1.0422,-1.2656
202003,0.3323,0.4523,0.4891,0.4632,0.5795,0.4374,0.4956,0.4589,0.3577
202004,0.2758,0.3739,0.4459,0.4184,0.5636,0.4317,0.4732,0.3524,0.2
202005,0.1777,0.2256,0.2377,0.2386,0.377,0.278,0.3437,0.2572,0.14
202006,0.1812,0.2214,0.203,0.2299,0.3884,0.3146,0.4219,0.3406,0.2392
202007,0.1834,0.196,0.2026,0.1751,0.2665,0.1635,0.2331,0.1175,-1.07E-04
202008,0.2171,0.2745,0.3109,0.3212,0.4987,0.4845,0.6534,0.6313,0.6087
202009,0.222,0.3036,0.3383,0.368,0.497,0.4749,0.6203,0.5886,0.5672
202010,0.2398,0.3499,0.4729,0.5827,0.8344,0.8929,1.1012,1.1261,1.1528
202011,0.2703,0.3872,0.5135,0.6081,0.8495,0.9009,1.1069,1.1118,1.1333
202012,0.26,0.3798,0.5327,0.6558,0.9385,1.072,1.3448,1.4008,1.4872
202101,0.2586,0.4105,0.6066,0.8038,1.1579,1.3775,1.7021,1.835,1.9802
202102,0.3023,0.6044,1.0686,1.4665,2.0031,2.3251,2.6634,2.8553,3.0436
202103,0.363,0.7717,1.4113,1.9845,2.7008,3.1801,3.605,3.9242,4.1961
202104,0.3704,0.7339,1.2976,1.7933,2.4537,2.904,3.3118,3.5977,3.84
202105,0.3515,0.7037,1.2436,1.7379,2.3779,2.8389,3.2548,3.5535,3.8009
202106,0.4427,0.8863,1.4138,1.7959,2.3053,2.6158,2.8983,3.0693,3.1987
202107,0.3683,0.7231,1.1591,1.4222,1.8101,2.0274,2.252,2.3799,2.487
202108,0.412,0.8148,1.2964,1.5867,1.9972,2.2295,2.4424,2.5722,2.6618
202109,0.4757,0.9744,1.5949,1.9838,2.4633,2.736,2.9318,3.086,3.1961
202110,0.6876,1.2804,1.9302,2.271,2.751,2.9613,3.0002,3.0582,3.0971
202111,0.6832,1.2996,1.869,2.0665,2.4293,2.5541,2.5441,2.5253,2.468
202112,0.7028,1.2539,1.7696,1.9583,2.2541,2.2963,2.2507,2.2451,2.2108
202201,0.7904,1.3086,1.7552,1.8785,2.1447,2.1086,2.0332,1.9779,1.8961
202202,0.8203,1.2677,1.5557,1.5521,1.6828,1.5511,1.4484,1.3177,1.2277
202203,1.1935,1.7268,1.9407,1.7888,1.8259,1.5198,1.2972,1.0431,0.802
202204,1.1291,1.6978,2.0068,1.9872,2.1149,1.9145,1.7384,1.568,1.4212
202205,0.8863,1.4125,1.7006,1.7131,1.8781,1.629,1.4555,1.3395,1.1587
202206,0.4171,0.5654,0.5938,0.4887,0.4628,0.0682,-0.1747,-0.4851,-0.7848
202207,0.1499,0.0082,-0.311,-0.5544,-0.7258,-1.2115,-1.4747,-1.8835,-2.2668
202208,0.2988,0.3691,0.1838,-0.1451,-0.3081,-0.8703,-1.2458,-1.6926,-2.0888
202209,0.3769,0.3569,0.1017,-0.2744,-0.5124,-1.1468,-1.607,-2.0886,-2.5525
202210,0.0821,-0.1104,-0.4547,-0.8623,-1.1195,-1.7971,-2.2427,-2.7293,-3.1324
202211,-0.321,-0.9576,-1.5441,-2.0771,-2.4968,-3.2658,-3.7144,-4.2774,-4.8116
202212,-0.1793,-0.6666,-1.1676,-1.5865,-1.9215,-2.566,-3.0056,-3.5786,-4.1023
202301,-0.5464,-1.3025,-1.9953,-2.5165,-2.9879,-3.7391,-4.2189,-4.8281,-5.3932
202302,-0.2276,-0.9076,-1.5732,-2.141,-2.6804,-3.4632,-4.0236,-4.6796,-5.3154
202303,-0.5678,-1.2157,-1.7935,-2.3051,-2.7486,-3.4753,-3.9361,-4.4947,-5.0986
202304,-0.7726,-1.5772,-2.2868,-2.8055,-3.2743,-4.0162,-4.4928,-5.0491,-5.6708
202305,-0.8173,-1.7336,-2.5016,-3.0936,-3.6886,-4.4722,-4.9583,-5.6066,-6.2856
202306,-0.4714,-1.3489,-2.1673,-2.8504,-3.5458,-4.4426,-5.0202,-5.7748,-6.5404
202307,-0.4707,-1.3338,-2.143,-2.7475,-3.3446,-4.1688,-4.7039,-5.3896,-6.1149
202308,-0.521,-1.3035,-2.0207,-2.5809,-3.1136,-3.8814,-4.345,-4.9484,-5.6206
202309,-0.3636,-0.9719,-1.5368,-1.9628,-2.3455,-2.9574,-3.3014,-3.7984,-4.3714
202310,-0.3284,-0.7953,-1.152,-1.4238,-1.6307,-2.1332,-2.3871,-2.7848,-3.2434
202311,-0.541,-1.1763,-1.7153,-2.0964,-2.4281,-2.9971,-3.2804,-3.7607,-4.2917
202208,-1.151034796,-2.212015425,-3.458843779,-4.409164667,-5.286895312,-6.130121331,-6.670288105,-7.086950022,-7.408855421
202209,0.00972452702,-1.071516309,-2.328371344,-3.262157412,-4.024652981,-4.712650781,-5.092359129,-5.408099425,-5.647640621
202210,0.374027372,-1.362983884,-3.068148315,-4.187858832,-5.196330181,-5.965180685,-6.11136416,-6.334026756,-6.530529287
202211,-0.0502938558,-1.98211739,-3.496948142,-4.242375048,-5.035244151,-5.690069948,-5.759980022,-5.897515029,-5.972227681
202212,-0.330133169,-0.422292004,-0.498259483,-0.539685371,-0.575154347,-0.601609686,-0.601888953,-0.614209045,-0.623487664
202301,-0.326807045,-1.540644288,-2.459628246,-2.916399401,-3.399896568,-3.644752215,-3.601297951,-3.72041213,-3.804705231
202302,0.321939696,-1.22830094,-2.032361833,-2.297995253,-2.69168128,-2.877252874,-2.781208316,-2.875673418,-3.116894618
202303,-5.685206966,-3.00045205,-2.837820816,-3.618321691,-3.71950859,-4.507778708,-5.347667575,-5.783952591,-6.038234555
202304,-3.048024637,-7.07260586,-8.278245544,-8.447912651,-8.884687068,-8.496349932,-7.658586731,-7.42460161,-7.463557284
202305,-1.129038355,-4.366764672,-5.565210633,-6.082116938,-6.840756163,-6.361432671,-5.778785771,-5.990369184,-5.929345888
202306,-4.192076084,-3.413433258,-3.007385616,-2.789693893,-2.446774725,-3.095539303,-3.725523926,-3.855266966,-3.885740548
202307,0.228602788,-0.204694858,-0.709044669,-0.8199019,-0.773283528,-1.019458648,-1.209330729,-1.252564715,-1.243524745
202308,0.647008381,0.618866535,0.676260444,0.750196131,0.755591041,0.843114299,0.924216957,0.951759809,0.958474785
202309,1.306576568,1.598979169,2.461271533,3.350061139,3.64633632,4.696317598,5.737475054,6.022004767,6.209544625
202310,0.211883356,1.077667259,1.936228679,2.764615735,2.884770898,3.879268575,4.734012584,4.854451792,4.712719118
202311,-0.393366351,0.00587707745,0.188166756,0.337332692,0.373121325,0.506902306,0.601430137,0.598592664,0.58723677
202312,0.684333452,-1.737849812,-2.998412889,-3.731454098,-3.852520803,-4.575336647,-5.365963308,-5.578493386,-5.609098477
